"2-s2.0-67649207662",1
"2-s2.0-70350774564",1
"2-s2.0-66149086912",1
"2-s2.0-60449087889",1
"2-s2.0-72849124207",1
"2-s2.0-73249138888",1
"2-s2.0-70349784869",1
"2-s2.0-67650555653",1
"2-s2.0-67649388867",1
"2-s2.0-66149116003",1
"2-s2.0-67749101411",1
"2-s2.0-70350679017",1
"2-s2.0-60449088983",1
"2-s2.0-60549103853",1
"2-s2.0-70350656077",1
"2-s2.0-67749111685",1
"2-s2.0-64549140360",1
"2-s2.0-70350489206",1
"2-s2.0-61749103132",1
"2-s2.0-66749128390",1
"2-s2.0-65249130669",1
"2-s2.0-61349196891",1
"2-s2.0-70349970933",1
"2-s2.0-60449105587",1
"2-s2.0-72849106056",1
"2-s2.0-67649173107",1
"2-s2.0-64149084594",1
"2-s2.0-70249099848",1
"2-s2.0-58249102075",1
"2-s2.0-70350572328",1
"2-s2.0-72849106770",1
"2-s2.0-64549121548",1
"2-s2.0-69249213906",1
"2-s2.0-72849123198",1
"2-s2.0-66549095723",1
"2-s2.0-69249123832",1
"2-s2.0-70350433044",1
"2-s2.0-70349330470",1
"2-s2.0-67949121751",1
"2-s2.0-67649297600",1
"2-s2.0-70349094073",1
"2-s2.0-67649519719",1
"2-s2.0-58349088745",1
"2-s2.0-67650119171",1
"2-s2.0-67649159505",1
"2-s2.0-84889452940",1
"2-s2.0-72849108485",1
"2-s2.0-70349270760",1
"2-s2.0-70450206853",1
"2-s2.0-66749163106",1
"2-s2.0-70350001854",1
"2-s2.0-68949141593",1
"2-s2.0-66149129171",1
"2-s2.0-71949108604",1
"2-s2.0-58949103830",1
"2-s2.0-70350484189",1
"2-s2.0-70349629978",1
"2-s2.0-68049128985",1
"2-s2.0-69549103024",1
"2-s2.0-84878507882",1
"2-s2.0-69949132913",1
"2-s2.0-62549166701",1
"2-s2.0-65249160760",1
"2-s2.0-72849147122",1
"2-s2.0-64549089541",1
"2-s2.0-67650711664",1
"2-s2.0-70249116355",1
"2-s2.0-67749095986",1
"2-s2.0-66549122389",1
"2-s2.0-67651162158",1
"2-s2.0-67649866102",1
"2-s2.0-64549145094",1
"2-s2.0-60849123909",1
"2-s2.0-67649404585",1
"2-s2.0-69249100905",1
"2-s2.0-58149193234",1
"2-s2.0-69249220100",1
"2-s2.0-67949092890",1
"2-s2.0-62149151392",1
"2-s2.0-62549114943",1
"2-s2.0-69049098119",1
"2-s2.0-60849133342",1
"2-s2.0-66449111861",1
"2-s2.0-64249101572",1
"2-s2.0-69849100694",1
"2-s2.0-63849287746",1
"2-s2.0-67749140118",1
"2-s2.0-60749118125",1
"2-s2.0-69949128981",1
"2-s2.0-68149111089",1
"2-s2.0-71849110874",1
"2-s2.0-66549117986",1
"2-s2.0-58149529431",1
"2-s2.0-61649104799",1
"2-s2.0-70349764555",1
"2-s2.0-68149124873",1
"2-s2.0-60349107985",1
"2-s2.0-67650089115",1
"2-s2.0-60749123439",1
"2-s2.0-65549091109",1
"2-s2.0-68249122895",1
"2-s2.0-63049112397",1
"2-s2.0-65549111425",1
"2-s2.0-58149377526",1
"2-s2.0-67349239081",1
"2-s2.0-71049179498",1
"2-s2.0-69849108014",1
"2-s2.0-71849108522",1
"2-s2.0-58549109182",1
"2-s2.0-68949114214",1
"2-s2.0-69249210915",1
"2-s2.0-61649114519",1
"2-s2.0-72849107579",1
"2-s2.0-69249085282",1
"2-s2.0-68149142267",1
"2-s2.0-66749171737",1
"2-s2.0-69849089757",1
"2-s2.0-66449126792",1
"2-s2.0-65249133615",1
"2-s2.0-59349084720",1
"2-s2.0-67149095150",1
"2-s2.0-62149121779",1
"2-s2.0-62349115469",1
"2-s2.0-66549096443",1
"2-s2.0-75549090213",1
"2-s2.0-71949096399",1
"2-s2.0-67651213673",1
"2-s2.0-69049093843",1
"2-s2.0-73249152793",1
"2-s2.0-65249126366",1
"2-s2.0-67651214111",1
"2-s2.0-59649086022",1
"2-s2.0-67049159703",1
"2-s2.0-68749110883",1
"2-s2.0-67449114205",1
"2-s2.0-58549091849",1
"2-s2.0-58949083682",1
"2-s2.0-67349170443",1
"2-s2.0-68349146359",1
"2-s2.0-70349971174",1
"2-s2.0-70349105024",1
"2-s2.0-68149123900",1
"2-s2.0-64549124339",1
"2-s2.0-72849135300",1
"2-s2.0-58349113908",1
"2-s2.0-60449105112",1
"2-s2.0-67649413034",1
"2-s2.0-70349491065",1
"2-s2.0-61649087010",1
"2-s2.0-69349093634",1
"2-s2.0-72149085467",1
"2-s2.0-66749188282",1
"2-s2.0-67651121622",1
"2-s2.0-67349219606",1
"2-s2.0-57649238234",1
"2-s2.0-60449108889",1
"2-s2.0-57749115893",1
"2-s2.0-61949457586",1
"2-s2.0-68249117069",1
"2-s2.0-65249170941",1
"2-s2.0-62349122696",1
"2-s2.0-64749115998",1
"2-s2.0-63649150389",1
"2-s2.0-66849128262",1
"2-s2.0-69549105677",1
"2-s2.0-68349150670",1
"2-s2.0-67249135684",1
"2-s2.0-84912057909",1
"2-s2.0-66149152097",1
"2-s2.0-69949124345",1
"2-s2.0-70449127419",1
"2-s2.0-67650359999",1
"2-s2.0-71949126595",1
"2-s2.0-70349782260",1
"2-s2.0-65549120438",1
"2-s2.0-67650560188",1
"2-s2.0-70350090681",1
"2-s2.0-68949117768",1
"2-s2.0-65549146954",1
"2-s2.0-67649240019",1
"2-s2.0-67649403129",1
"2-s2.0-69549112758",1
"2-s2.0-67349278199",1
"2-s2.0-67651211404",1
"2-s2.0-68149181249",1
"2-s2.0-58249113825",1
"2-s2.0-64549119110",1
"2-s2.0-67649954759",1
"2-s2.0-70449586906",1
"2-s2.0-65749085084",1
"2-s2.0-58949102905",1
"2-s2.0-67650504960",1
"2-s2.0-63049103117",1
"2-s2.0-70449396678",1
"2-s2.0-63349111144",1
"2-s2.0-72449141547",1
"2-s2.0-67649126477",1
"2-s2.0-67349205722",1
"2-s2.0-64549119122",1
"2-s2.0-61349183692",1
"2-s2.0-73149106603",1
"2-s2.0-72449186538",1
"2-s2.0-63049116730",1
"2-s2.0-67650470256",1
"2-s2.0-70350064113",1
"2-s2.0-68249104161",1
"2-s2.0-60449118884",1
"2-s2.0-67649158948",1
"2-s2.0-73849104691",1
"2-s2.0-57449121558",1
"2-s2.0-67650373488",1
"2-s2.0-66749118467",1
"2-s2.0-67349234100",1
"2-s2.0-65549161492",1
"2-s2.0-67650732395",1
"2-s2.0-57649177558",1
"2-s2.0-67349107480",1
"2-s2.0-57749168830",1
"2-s2.0-65749093841",1
"2-s2.0-63049109634",1
"2-s2.0-67649581052",1
"2-s2.0-68549133386",1
"2-s2.0-67649639367",1
"2-s2.0-70350716161",1
"2-s2.0-67349198596",1
"2-s2.0-65549158131",1
"2-s2.0-72649097025",1
"2-s2.0-65649122709",1
"2-s2.0-60749135665",1
"2-s2.0-67651098786",1
"2-s2.0-58149498668",1
"2-s2.0-59649111844",1
"2-s2.0-68149167589",1
"2-s2.0-61649093298",1
"2-s2.0-65549107461",1
"2-s2.0-65049090160",1
"2-s2.0-70349653372",1
"2-s2.0-61649086441",1
"2-s2.0-67049145808",1
"2-s2.0-67650651974",1
"2-s2.0-58949085484",1
"2-s2.0-68249143041",1
"2-s2.0-69249171134",1
"2-s2.0-67349100501",1
"2-s2.0-67650076967",1
"2-s2.0-68149172913",1
"2-s2.0-68949088280",1
"2-s2.0-68749109380",1
"2-s2.0-62549118231",1
"2-s2.0-70350055054",1
"2-s2.0-70249089644",1
"2-s2.0-73649145514",1
"2-s2.0-60449110285",1
"2-s2.0-60749091244",1
"2-s2.0-70349925688",1
"2-s2.0-67649185265",1
"2-s2.0-70349911451",1
"2-s2.0-62649165342",1
"2-s2.0-68249130465",1
"2-s2.0-60449110481",1
"2-s2.0-72949109986",1
"2-s2.0-70449525556",1
"2-s2.0-67649380523",1
"2-s2.0-68749092839",1
"2-s2.0-70350104992",1
"2-s2.0-71549133422",1
"2-s2.0-67349189966",1
"2-s2.0-62649122327",1
"2-s2.0-71849118958",1
"2-s2.0-70349974292",1
"2-s2.0-67650113047",1
"2-s2.0-66749083878",1
"2-s2.0-58549119940",1
"2-s2.0-64549107007",1
"2-s2.0-70449472907",1
"2-s2.0-67649600425",1
"2-s2.0-71949095640",1
"2-s2.0-67349090180",1
"2-s2.0-62649102691",1
"2-s2.0-61849148887",1
"2-s2.0-58049134291",1
"2-s2.0-70349880505",1
"2-s2.0-65549097382",1
"2-s2.0-67349168701",1
"2-s2.0-70349866147",1
"2-s2.0-67650492423",1
"2-s2.0-72049110827",1
"2-s2.0-70350602244",1
"2-s2.0-72849112052",1
"2-s2.0-58549083333",1
"2-s2.0-58149492901",1
"2-s2.0-58149165070",1
"2-s2.0-58149232341",1
"2-s2.0-77956166916",1
"2-s2.0-72849116792",1
"2-s2.0-72849149140",1
"2-s2.0-70349843701",1
"2-s2.0-70350006878",1
"2-s2.0-67650178343",1
"2-s2.0-68249156460",1
"2-s2.0-60349103657",1
"2-s2.0-70350702606",1
"2-s2.0-59849098180",1
"2-s2.0-59749085044",1
"2-s2.0-63849299253",1
"2-s2.0-58049162127",1
"2-s2.0-69249229762",1
"2-s2.0-67349274376",1
"2-s2.0-62649122794",1
"2-s2.0-68149133000",1
"2-s2.0-66149143186",1
"2-s2.0-68949103742",1
"2-s2.0-64349089485",1
"2-s2.0-67649560592",1
"2-s2.0-63649117289",1
"2-s2.0-70350452399",1
"2-s2.0-70350304170",1
"2-s2.0-72949117426",1
"2-s2.0-60449100808",1
"2-s2.0-69949126465",1
"2-s2.0-58349099035",1
"2-s2.0-69049114013",1
"2-s2.0-70349444942",1
"2-s2.0-65549129494",1
"2-s2.0-66149106679",1
"2-s2.0-65349146440",1
"2-s2.0-62549145301",1
"2-s2.0-67649742245",1
"2-s2.0-72849120730",1
"2-s2.0-68249098220",1
"2-s2.0-68949125137",1
"2-s2.0-66649088961",1
"2-s2.0-66149094221",1
"2-s2.0-73849098911",1
"2-s2.0-67649870328",1
"2-s2.0-70349655713",1
"2-s2.0-65249166516",1
"2-s2.0-65749113691",1
"2-s2.0-55949119203",1
"2-s2.0-73449123762",1
"2-s2.0-61849114648",1
"2-s2.0-65549149177",1
"2-s2.0-62649129791",1
"2-s2.0-70349687600",1
"2-s2.0-60349085314",1
"2-s2.0-67349258240",1
"2-s2.0-73849151040",1
"2-s2.0-59449103335",1
"2-s2.0-63549115252",1
