"5700165152",1,65.15,"Nature Photonics"
"23571",1,33.58974358974359,"Science (New York, N.Y.)"
"5200152704",1,29.142857142857142,"Nature Nanotechnology"
"20497",1,22.0,"Annual Review of Materials Research"
"17854",1,19.55,"Nature Materials"
"22657",1,15.722222222222221,"Accounts of chemical research"
"22687",1,15.680555555555555,"Angewandte Chemie - International Edition"
"19881",1,15.671497584541063,"Advanced materials (Deerfield Beach, Fla.)"
"24769",1,15.636363636363637,"Materials Today"
"22680",1,14.06701030927835,"Journal of the American Chemical Society"
"18991",1,13.666666666666666,"Nature Reviews Genetics"
"17500155114",1,11.142259414225942,"Energy and Environmental Science"
"4700152457",1,10.9,"Nano Today"
"12878",1,10.52127659574468,"Chemistry of Materials"
"18100156701",1,10.5,"Nature Chemistry"
"21100199127",1,10.24390243902439,"Advanced Energy Materials"
"26465",1,10.125,"Progress in Polymer Science (Oxford)"
"27540",1,10.0,"Progress in Photovoltaics: Research and Applications"
"17853",1,9.034825870646767,"Nano Letters"
"12320",1,9.0,"Journal of the Optical Society of America A: Optics and Image Science, and Vision"
"23350",1,8.857142857142858,"Chemical Society Reviews"
"25896",1,8.833333333333334,"Journal of Organic Chemistry"
"21206",1,8.368421052631579,"Nature"
"19700200838",1,8.181818181818182,"Chemical Science"
"4000151822",1,8.125,"Nature Physics"
"26396",1,8.10344827586207,"Organic Letters"
"29229",1,8.0,"Physics Reports"
"25143",1,7.773006134969325,"Advanced Functional Materials"
"21100779404",1,7.7727272727272725,"Macromolecules"
"22781",1,7.738095238095238,"Chemical Communications"
"19700182758",1,7.538461538461538,"Nature communications"
"19600166212",1,7.010989010989011,"Journal of Physical Chemistry Letters"
"110486",1,7.0,"Journal of Wind Engineering and Industrial Aerodynamics"
"26978",1,7.0,"Advances in Physics"
"11500153511",1,6.964285714285714,"ACS Nano"
"16392",1,6.333333333333333,"Chemical Engineering and Processing: Process Intensification"
"16115",1,6.0,"Nature Biotechnology"
"21100778827",1,6.0,"Nature Methods"
"14900",1,6.0,"Clinical Neurophysiology"
"19700177336",1,6.0,"International Journal of Machine Learning and Cybernetics"
"12000154478",1,5.534883720930233,"ChemSusChem"
"21780",1,5.5,"Nonlinear Analysis: Real World Applications"
"26005",1,5.440789473684211,"IEEE Electron Device Letters"
"19700189500",1,5.428571428571429,"Journal of Optics (United Kingdom)"
"17339",1,5.4,"IEEE Transactions on Automatic Control"
"21100209317",1,5.375,"ACS Macro Letters"
"23502",1,5.333333333333333,"Dyes and Pigments"
"23470",1,5.294117647058823,"Coordination Chemistry Reviews"
"19700182678",1,5.083333333333333,"Polymer Chemistry"
"21100269013",1,5.0,"Nanophotonics"
"21100278313",1,5.0,"Light: Science and Applications"
"27011",1,4.872549019607843,"Physical Chemistry Chemical Physics"
"16146",1,4.75,"Trends in Biotechnology"
"26512",1,4.285714285714286,"Tetrahedron"
"13332",1,4.26392572944297,"Solar Energy Materials and Solar Cells"
"5200153123",1,4.178498985801217,"Journal of Physical Chemistry C"
