"2-s2.0-84880507645",1,2320,"Sequential deposition as a route to high-performance perovskite-sensitized solar cells"
"2-s2.0-84884411335",1,1860,"Efficient planar heterojunction perovskite solar cells by vapour deposition"
"2-s2.0-84885692931",1,1423,"Electron-hole diffusion lengths exceeding 1 micrometer in an organometal trihalide perovskite absorber"
"2-s2.0-84874611797",1,1415,"A polymer tandem solar cell with 10.6% power conversion efficiency"
"2-s2.0-84885817313",1,1161,"Long-range balanced electron-and hole-transport lengths in organic-inorganic CH3NH3PbI3"
"2-s2.0-84876029268",1,848,"Chemical management for colorful, efficient, and stable inorganic-organic hybrid nanostructured solar cells"
"2-s2.0-84878745339",1,768,"Efficient inorganic-organic hybrid heterojunction solar cells containing perovskite compound and polymeric hole conductors"
"2-s2.0-84878838031",1,616,"Low-temperature processed meso-superstructured to thin-film perovskite solar cells"
"2-s2.0-84887735046",1,596,"Perovskites: The emergence of a new era for low-cost, high-efficiency solar cells"
"2-s2.0-84887725438",1,518,"Efficient organometal trihalide perovskite planar-heterojunction solar cells on flexible polymer substrates"
"2-s2.0-84879520401",1,469,"Synthesis and crystal chemistry of the hybrid perovskite (CH <inf>3</inf>NH<inf>3</inf>)PbI<inf>3</inf> for solid-state sensitised solar cell applications"
"2-s2.0-84881270889",1,456,"Organometal perovskite light absorbers toward a 20% efficiency low-cost solid-state mesoscopic solar cell"
"2-s2.0-84880157688",1,419,"CHNHPbI perovskite/fullerene planar-heterojunction hybrid solar cells"
"2-s2.0-84874594401",1,405,"Beyond 11% effi ciency: Characteristics of state-of-the-art CuZnSn(S,Se)Solar Cells"
"2-s2.0-84873680456",1,389,"Thin film solar cell with 8.4% power conversion efficiency using an earth-abundant CuZnSnSabsorber"
"2-s2.0-84874305845",1,372,"Solar cell efficiency tables (version 41)"
"2-s2.0-84870512307",1,360,"Porphyrin-sensitized solar cells"
"2-s2.0-84878931229",1,357,"Solution-processed and high-performance organic solar cells using small molecules with a benzodithiophene unit"
