"35463345800",1,23,"Michael Graätzel"
"35461776200",1,15,"Shaik M.ohammed Zakeeruddin"
"7102645896",1,15,"James S. Speck"
"35334024600",1,14,"Steven P. Denbaars"
"35463772200",1,13,"Mohammad K.haja Nazeeruddin"
"55701772900",1,13,"Li Cheng Sun"
"7005851690",1,13,"Anders Hagfeldt"
"55490640900",1,13," Shuji Nakamura"
"7003763676",1,13,"Kenji Fujito"
"7006192717",1,12,"Frederik Christian Krebs"
"56401622800",1,12,"James R. Durrant"
"55243713700",1,12,"Christoph J. Brabec"
"6603865156",1,12,"Robin Humphry-Baker"
"36038733700",1,11,"Peng Wang"
"7004518128",1,10,"Paul W. M. Blom"
"7004044501",1,10,"Jun Ho Yum"
"7404973481",1,10,"Makoto Saito"
"7004067460",1,10,"Emilio Palomares"
"7004376075",1,10,"Niyazi Serdar Sariciftci"
"7005675591",1,10,"Nicolas R. Grandjean"
"7404825324",1,10,"Seigo Ito"
"56321423200",1,10,"Gang Li"
"7402678484",1,10,"Jaejung Ko"
"24586898700",1,9,"Natalie N. Fellows"
"36079308900",1,9,"Yang Yang"
"7006567633",1,9,"Aibert-László Barabási"
"7101796750",1,9,"Jean-Franc¸ois Carlin"
"25943811200",1,9,"Colin J. Humphreys"
"8888514600",1,9,"Eric Feltin"
"7102762205",1,9,"Craig A. Grimes"
"35554004500",1,9,"Martin Andrew Green"
"7006070927",1,8,"Gopal K. Mor"
"35596959400",1,8,"Prashant V. Kamat"
"7006307933",1,8,"Alexandre Arenas"
"7103072204",1,8,"Olle Inganas"
"12240576900",1,8,"Shing-Chung Wang."
"8399133600",1,8,"Lambert. J. A. Koster"
"9732758200",1,8,"Hyunbong Choi"
"36042076200",1,8,"Alan J. Heeger"
"7404969403",1,8,"Feng-ling Zhang"
"7005095919",1,8,"Juan Bisquert"
"7007044535",1,8,"Karthik Shankar"
"6701914421",1,8,"Gerrit K. Boschloo"
"56597035200",1,8,"Jozef Poortmans"
"57198942939",1,8,"Feng Wu"
"6701529045",1,8,"Brian C. O'regan"
"8912603900",1,8,"Serap Gunes"
"55490207700",1,8,"Peter Chao-Yu Chen"
"55510917700",1,8,"Chia-Yen Huang"
"35272616800",1,8,"Umesh. K. Mishra"
"8224373700",1,8,"Tein-Chang Lu"
"12760737600",1,8,"Dai-Bin Kuang"
"7402051995",1,8,"Dong Shi"
"7401553597",1,8,"Takashi Mukai"
"7402771198",1,8,"Cedric Klein"
"36012928800",1,8," Guan Rong Chen"
"6603679159",1,8,"Markus Clark Scharber"
"55477445000",1,7,"Jin Young Kim"
"36051219100",1,7,"Jean J. M. Fréchet"
"7402606961",1,7,"Aurelien David"
"35414626400",1,7,"Seikoh Yoshida"
"7006589485",1,7,"Katsumi Kishino"
"7004465333",1,7,"Menno J. Kappers"
"56948952200",1,7,"Stacia Keller"
"12143414800",1,7,"Alex B. F. Martinson"
"27168173500",1,7,"In-hwan Lee"
"7004546582",1,7,"Alessandro Vespignani"
"34668149000",1,7,"Yong-fang Li"
"7401549505",1,7,"Moon-sung Kang"
"6701733000",1,7,"Michael Niggemann"
"8833978100",1,7,"Henry J. Snaith"
"7003817122",1,7,"Adam J. Moule"
"55933254100",1,7,"Tomas Edvinsson"
"21738960000",1,7,"Karen Forberich"
"7401740490",1,7,"Kihyung Song"
"7006723282",1,7,"Uwe Rau"
"7006858697",1,7,"Keith A. Emery"
"35473453300",1,7,"Janos Kertesz"
"24327666700",1,7,"Dirk J. M. Vanderzande"
"7006365897",1,7,"Arthur J. Nozik"
"35407265000",1,7,"Sarah R. Kurtz"
"6603880828",1,7,"Oomman K. Varghese"
"7004183322",1,7,"Jose Luis Pau"
"7103258726",1,7,"Tsutomu Miyasaka"
"12802808000",1,7,"Nicholas A. Fichtenbaum"
"7102413247",1,7,"Jang Jo"
"35420673400",1,7,"Shozo Yanagida"
"8229962600",1,7,"Matthew C. Schmidt"
"7601562455",1,7,"Jin-Hu Lü"
"7006076076",1,7,"Bert De Boer"
"55666162500",1,7,"Sang Ook Kang"
"10739561400",1,7,"Naruhiko Masaki"
"16480671200",1,7,"Yoichi Kawakami"
"8859086400",1,7,"Markus Glatthaar"
"35403028000",1,7,"Bo Monemar"
"7405613218",1,7,"Hung-Wen Huang"
"36051623000",1,7,"Akihiko Kikuchi"
"56962715200",1,7,"Kuo Chuan Ho"
"7005860537",0,6,"Alex K. -Y. Jen"
"8888514700",0,6,"Raphael Butte"
"55737466200",0,6,"Kwanghee Lee"
"7003828708",0,6,"Wilhelm Warta"
"6701809276",0,6,"Stelios A. Choulis"
"14024360200",0,6,"Marcus Gonschorek"
